pid	English	Chinese
638673	Lip Definer - Oxblood No.14	唇线笔（色号：14 Oxblood）
790349	Nail Polish - Gold Shimmer No.452	指甲油（色号：452 Gold Shimmer）
444586	Eye Definer - Midnight Black No.01	眼线笔（色号：01 Midnight Black）
790359	My Burberry Eau de Parfum Roll-On, 7.5ml	My Burberry 滚珠式香水，7.5ml
754298	Full Kisses - Coral Red No.525	Burberry 之吻丰盈凝彩唇膏（色号：Coral Red No.525）
500851	My Burberry Moisturizing Body Mist, 100ml	My Burberry 润肤香体喷雾，100ml
843938	Fresh Glow Foundation - Ochre No.20, 30ml	丝柔珠光亮彩粉底液，30ml（色号：20 Ochre） 
843940	Fresh Glow Foundation - Rosy Nude No.31, 30ml	丝柔珠光亮彩粉底液，30ml（色号：31 Rosy Nude）
843943	Fresh Glow Foundation - Dark Sable No.36, 30ml	丝柔珠光亮彩粉底液，30ml（色号：36 Dark Sable）
785921	Cat Lashes Mascara - Midnight Blonde No.03	猫眼魅惑睫毛膏（色号：03 Midnight Blonde）
785922	Effortless Liquid Eyeliner - Chestnut Brown No.02	精密液体眼线笔（色号：02 Chestnut Brown）
785923	Complete Eye Palette - Smokey Brown No.00	丝光绚色眼影盘（色号：00 Smokey Brown）
500850	My Burberry Shower Oil, 240ml	My Burberry 沐浴油，240ml
553010	Nail Polish - Aqua Green No.418	指甲油（色号：418 Aqua Green）
843936	Fresh Glow Foundation - Porcelain No.11, 30ml	丝柔珠光亮彩粉底液，30ml（色号：11 Porcelain）
843937	Fresh Glow Foundation - Ochre Nude No.12, 30ml	丝柔珠光亮彩粉底液，30ml（色号：12 Ochre Nude）
843941	Fresh Glow Foundation - Honey No.32, 30ml 	丝柔珠光亮彩粉底液，30ml（色号：32 Honey）
843942	Fresh Glow Foundation - Warm Nude No.34, 30ml	丝柔珠光亮彩粉底液，30ml（色号：34 Warm Nude）
790355	Eau de Parfum - My Burberry, 50ml	My Burberry 香水，50ml
790340	Shimmer Dust - Gold Glitter No.01	亮颜闪粉（色号：01 Gold Glitter ）
790344	Nail Polish - Ruby Glitter No.306	指甲油（色号：306 Ruby Glitter）
785920	Cat Lashes Mascara - Chestnut Brown No.02	猫眼魅惑睫毛膏（色号：02 Chestnut Brown）
638653	Burberry Kisses Gloss - Nude Pink No.25	Burberry 之吻水凝清漾唇蜜（色号：25 Nude Pink）
790357	My Burberry Black - Jasmine Flower, 30ml	My Burberry Black 香水，30ml（香调：Jasmine Flower）
790346	Nail Polish - Silver Glitter No.453	指甲油（色号：453 Silver Glitter）
638665	Lip Velvet - Nude Apricot No.401	丝绒雾感凝彩唇膏（色号：401 Nude Apricot ）
843939	Fresh Glow Foundation - Beige No.26, 30ml	丝柔珠光亮彩粉底液，30ml（色号：26 Beige）
843944	Fresh Glow Foundation - Warm Honey No.38, 30ml	丝柔珠光亮彩粉底液，30ml（色号：38 Warm Honey）
843946	Fresh Glow Foundation - Almond No.43, 30ml	丝柔珠光亮彩粉底液，30ml（色号：43 Almond） 
531464	Curve Lash Mascara - Ebony No.01	轻盈浓翘睫毛膏（色号：01 Ebony）
577426	Burberry Kisses - Rose Blush No.89	Burberry 之吻唇膏（色号：89 Rose Blush）
655466	Lip Glow - Military Red No.109	唇彩（色号：109 Military Red）
638668	Lip Velvet - Military Red No.429	丝绒雾感凝彩唇膏（色号：No.429 Military Red）
638658	Burberry Kisses Sheer - Nude Pink No.205	Burberry 之吻轻润亮彩唇膏（色号：205 Nude Pink）
568400	Burberry Kisses - Military Red No.109	Burberry 之吻晶润凝彩唇膏（色号：109 Military Red）
692248	Nail Polish - Poppy Red No.301	指甲油（色号：301 Poppy Red）
641719	Curve Lash Mascara - Chestnut Brown No.02	浓密卷翘睫毛膏（色号：2 Chestnut Brown）
790353	Shimmer Dust - Gold Glitter No.1	亮颜闪粉（色号：1 Gold Glitter ）
638649	Runway Palette	秀场灵感眼影盘
444587	Eye Definer - Midnight Brown No.02	眼线笔（色号：02 Midnight Brown）
553006	Wet & Dry Silk Eye Shadow - Rose Pink No.201	干湿两用丝滑眼影（色号：201 Rose Pink）
694381	My Burberry Eau de Toilette Roll-On - Lemon Flower & Sweet Peas, 7.5ml	My Burberry 滚珠淡香水，7.5ml（香调：柠檬花、香豌豆）
531457	Effortless Kohl Eyeliner - Pale Grape No.04	持久防水眼线笔（色号：04 Purple Grape）
577423	Burberry Kisses - Nude Beige No.01	Burberry 之吻晶润凝彩唇膏（色号： 01 Nude Beige）
577425	Burberry Kisses - Coral Pink No.65	Burberry 之吻晶润凝彩唇膏（色号：65 Coral Pink）
641717	Wet & Dry Silk Eye Shadow - Dusky Mauve No.203	干湿两用丝滑眼影（色号：203 Dusky Mauve）
754300	Full Kisses - Oxblood No.549	Burberry 之吻丰盈凝彩唇膏（色号：549 Oxblood）
553012	Nail Polish - Imperial Blue No.429	指甲油（色号：429 Imperial Blue）
790341	Shimmer Dust - Black Glitter No.02	亮颜闪粉（色号：02 Black Glitter）
670589	Cashmere Concealer - Ivory No.00	雾柔羊绒净采遮瑕笔（色号：00 Ivory）
568397	Burberry Kisses - Sepia No.85	Burberry 之吻晶润凝彩唇膏（色号：85 Sepia）
641720	Effortless Eyebrow Definer - Barley No.01	柔滑自动眉笔（色号：01 Barley）
719399	Eye Color Contour Smoke & Sculpt Pen - Pale Copper No.106	烟熏立体双效眼影笔（色号：Pale Copper 106）
531479	Nail Polish - Oxblood No.303	指甲油（色号：303 Oxblood）
641731	Burberry Kisses Gloss - Oxblood No.101 	Burberry 之吻水凝清漾唇蜜（色号：101 Oxblood）
638666	Lip Velvet - Honeysuckle No.409 	丝绒雾感凝彩唇膏（色号：409 Honeysuckle）
597845	Lip & Cheek Bloom - Orange Blossom No.07	焕彩唇颊两用霜（色号：07 Orange Blossom）
641725	Sheer Concealer - Sandy Beige No.04	光透遮瑕笔（色号：04 Sandy Beige）
