pid	English	Chinese
637807	Neroli Portofino Body Moisturizer, 150ml	Neroli Portofino 身体乳, 150ml
637810	Neroli Portofino Deodorant Stick, 75ml	Neroli Portofino 橙花油香体棒，75ml
685147	Lash Tips Mascara - Pure Cobalt	魅上睫梢睫毛膏（色号：Pure Cobalt）
759856	Cream Cheek Color - Pink Sand	柔润腮红膏（色号：Pink Sand）
637804	Neroli Portofino Eau de Parfum - Tunisian Neroli, Italian Bergamot & Sicilian Lemon, 50ml	Neroli Portofino 浓香水（香调：突尼斯橙花、意大利佛手柑和西西里柠檬）, 50ml
637805	Neroli Portofino All Over Body Spray - Tunisian Neroli, Italian Bergamot & Sicilian Lemon, 150ml	Neroli Portofino 橙花油全身喷雾(香调：突尼斯橙花油、意大利佛手柑、西西里柠檬），150ml
637809	Neroli Portofino Shower Gel, 250ml	Neroli Portofino 沐浴液，250ml
662445	Eau de Parfum - Fleur de Portofino, 50ml	Fleur de Portofino 香水，50ml
719147	Patent Finish Lip Color - Orchid Fatale	漆面效果唇彩（色号：Orchid Fatale）
637803	Noir Pour Femme Eau de Parfum - Bitter Orange Oil, Ginger Extract & Rose Absolute, 50ml	Noir Pour Femme 香水（香调：苦橙油、生姜萃取物和玫瑰原精），50ml
637806	Neroli Portofino Bath Soap, 150g	Portofino 橙花沐浴香皂，150g
637811	Costa Azzurra Eau de Parfum - Cypress Oil, Driftwood Accord & Fucus Algae Oil, 50ml	Costa Azzurra 香水（香调：丝柏精油、漂流木、墨角藻油），50ml
637819	Brow Sculptor - Blonde 01	塑形眉笔（色号： 01 Blonde）
686843	Lips & Boys - Ian 16	以爱之名唇膏（色号：16 Ian）
686886	Lips & Boys - Joaquin 73	以爱之名唇膏（色号：73 Joaquin）
637799	Black Orchid Eau de Parfum - Black Truffle, Bergamot & Black Orchid, 50ml	Black Orchid 浓香水（香调：黑松露、佛手柑和黑兰花），50ml
637801	Velvet Orchid Eau de Parfum - Italian Bergamot, Rum & Honey, 50ml	Velvet Orchid 香水（香调：意大利佛手柑、朗姆、蜂蜜），50ml
844444	Soleil Lip Foil - Aperture	艳阳之吻唇膏（色号：Aperture）
832418	Cream Color for Eyes - Pink Haze	柔润眼霜（色号：Pink Haze）
759861	Soleil Contouring Compact - The Afternooner	阳光修容彩妆盘（色号：The Afternooner）
759874	Ultra-Rich Lip Color - Solar Affair	艳色唇膏（色号：Solar Affair）
759857	Cream Cheek Color - Pieno Sole	柔润腮红膏（色号：Pieno Sole）
759858	Bronzing Powder - Gold Dust	修容粉饼（色号：Gold Dust）
759859	Bronzing Powder - Terra	修容粉饼（色号：Terra）
759869	Bronzing Primer - Resort to Pleasure, 30ml	修容妆前乳，30ml（色号：Resort to Pleasure）
